client_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
7854,58,unemployed,married,basic.9y,no,no,no,telephone,jun,mon,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7856,58,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,80,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7861,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,197,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7865,35,blue-collar,married,high.school,no,no,no,telephone,jun,mon,184,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7870,55,entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,579,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7873,40,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,66,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7887,24,services,single,high.school,no,yes,no,telephone,jun,mon,920,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7898,32,admin.,married,high.school,no,no,no,telephone,jun,mon,142,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7900,51,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,184,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7918,36,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,183,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7921,48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,481,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7938,53,management,divorced,university.degree,no,no,no,telephone,jun,mon,306,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7940,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7948,47,management,divorced,university.degree,no,no,yes,telephone,jun,mon,302,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7969,39,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,31,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7970,55,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,mon,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7971,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,mon,163,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7974,36,housemaid,married,basic.6y,no,yes,no,telephone,jun,mon,45,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7991,40,services,divorced,high.school,no,no,no,telephone,jun,mon,158,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8015,55,technician,married,professional.course,no,yes,no,telephone,jun,mon,555,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
8030,35,blue-collar,single,unknown,no,no,no,telephone,jun,mon,136,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8050,60,retired,married,basic.4y,unknown,no,no,telephone,jun,mon,223,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8052,39,management,married,basic.6y,unknown,no,no,telephone,jun,mon,156,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8055,44,technician,married,high.school,no,no,no,telephone,jun,mon,360,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8069,47,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,98,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8077,32,entrepreneur,single,professional.course,no,no,no,telephone,jun,mon,20,20,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8084,56,services,married,basic.4y,unknown,no,no,telephone,jun,mon,746,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8085,26,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,jun,mon,351,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8095,39,housemaid,divorced,basic.9y,no,yes,no,telephone,jun,mon,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8127,48,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,153,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8133,57,management,married,basic.9y,unknown,yes,no,telephone,jun,mon,30,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
8145,43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8146,49,services,married,high.school,unknown,yes,no,telephone,jun,tue,86,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8156,32,services,married,high.school,no,yes,no,telephone,jun,tue,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8169,24,services,single,high.school,no,yes,no,telephone,jun,tue,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8180,35,blue-collar,married,unknown,no,no,no,telephone,jun,tue,26,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8203,30,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,tue,256,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8206,37,services,married,high.school,unknown,yes,no,telephone,jun,tue,132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8209,40,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,479,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8210,50,unknown,single,unknown,unknown,yes,no,telephone,jun,tue,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8222,36,management,married,university.degree,unknown,no,no,telephone,jun,tue,65,13,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8223,34,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,404,13,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8233,49,technician,married,basic.6y,unknown,no,no,telephone,jun,tue,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8239,44,admin.,single,university.degree,no,no,yes,telephone,jun,tue,143,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8241,40,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,161,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8243,36,student,single,basic.9y,no,yes,no,telephone,jun,tue,771,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8245,28,admin.,single,high.school,no,no,no,telephone,jun,tue,132,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8250,56,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,536,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8252,49,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,131,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8255,34,technician,married,professional.course,no,no,yes,telephone,jun,tue,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8256,50,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,288,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8262,57,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,171,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8274,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8298,53,admin.,married,high.school,no,no,no,telephone,jun,tue,138,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8300,48,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,418,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8301,27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,208,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8306,32,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,299,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8314,53,housemaid,married,basic.4y,no,unknown,unknown,telephone,jun,tue,259,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8318,49,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,188,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8323,30,admin.,married,high.school,no,yes,no,telephone,jun,tue,615,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8331,38,entrepreneur,married,basic.6y,no,no,yes,telephone,jun,tue,165,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8335,54,technician,married,university.degree,unknown,no,no,telephone,jun,tue,294,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8340,43,unemployed,married,basic.9y,no,no,no,telephone,jun,tue,633,28,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8350,57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,43,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8353,42,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8355,28,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,320,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8369,60,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,111,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8378,46,admin.,married,high.school,no,no,no,telephone,jun,tue,107,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8382,36,admin.,married,professional.course,no,yes,no,telephone,jun,tue,129,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8386,39,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8387,51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,81,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8391,27,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8399,59,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8415,27,services,single,high.school,no,no,no,telephone,jun,tue,323,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8427,58,retired,married,basic.4y,unknown,yes,no,telephone,jun,tue,137,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8429,54,services,married,high.school,no,yes,no,telephone,jun,tue,184,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8441,46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,143,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8448,59,retired,married,professional.course,no,yes,no,telephone,jun,tue,77,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8457,33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,281,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8458,42,blue-collar,married,high.school,unknown,yes,no,telephone,jun,tue,94,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8460,47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,203,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8461,41,management,married,university.degree,no,no,no,telephone,jun,tue,140,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8477,28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,550,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8484,57,admin.,divorced,unknown,unknown,no,no,telephone,jun,tue,28,19,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8487,36,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,226,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8495,44,admin.,married,university.degree,no,yes,no,telephone,jun,wed,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8532,26,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,18,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8552,24,student,single,high.school,no,no,no,telephone,jun,wed,132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8555,36,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,1045,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8557,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,204,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8560,40,admin.,married,high.school,no,yes,yes,telephone,jun,wed,73,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8567,32,admin.,single,university.degree,no,no,yes,telephone,jun,wed,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8578,50,admin.,married,high.school,no,no,no,telephone,jun,wed,276,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8585,26,admin.,married,high.school,no,yes,yes,telephone,jun,wed,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8586,25,admin.,married,high.school,no,yes,no,telephone,jun,wed,264,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8603,35,student,single,high.school,no,no,no,telephone,jun,wed,71,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8604,32,admin.,married,university.degree,no,no,no,telephone,jun,wed,525,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
8638,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,1254,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8643,50,housemaid,divorced,high.school,unknown,yes,no,telephone,jun,wed,763,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8649,25,admin.,single,university.degree,no,no,no,telephone,jun,wed,188,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8655,37,unemployed,married,professional.course,unknown,no,no,telephone,jun,wed,42,16,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8657,41,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,95,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8673,39,technician,married,professional.course,no,no,no,telephone,jun,wed,249,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8726,30,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,201,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8732,59,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8759,34,management,married,university.degree,no,no,no,telephone,jun,thu,221,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8765,33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8784,52,retired,married,high.school,no,no,no,telephone,jun,thu,48,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8786,58,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,69,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8793,46,admin.,married,university.degree,unknown,no,no,telephone,jun,thu,93,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8801,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,142,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8804,30,technician,married,university.degree,unknown,no,no,telephone,jun,thu,189,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8829,31,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8841,38,services,married,basic.4y,no,no,yes,telephone,jun,thu,90,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8845,46,admin.,married,basic.9y,unknown,yes,no,telephone,jun,thu,70,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8847,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8849,41,management,married,university.degree,no,yes,no,telephone,jun,thu,52,8,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8868,40,management,married,university.degree,no,unknown,unknown,telephone,jun,thu,315,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8873,49,entrepreneur,married,basic.4y,unknown,no,no,telephone,jun,thu,285,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8891,58,retired,married,high.school,no,no,no,telephone,jun,thu,355,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8896,35,admin.,single,basic.4y,unknown,no,no,telephone,jun,thu,117,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8897,31,admin.,single,university.degree,no,yes,no,telephone,jun,thu,237,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8899,55,retired,married,professional.course,no,yes,no,telephone,jun,thu,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8915,54,technician,single,university.degree,unknown,no,no,telephone,jun,thu,594,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8935,37,services,married,high.school,no,yes,no,telephone,jun,thu,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8952,60,retired,married,professional.course,no,yes,no,telephone,jun,thu,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8966,34,admin.,single,university.degree,no,no,no,telephone,jun,thu,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8967,41,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
8988,47,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,86,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9002,39,admin.,married,high.school,no,yes,no,telephone,jun,thu,337,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9023,56,technician,married,professional.course,unknown,yes,no,telephone,jun,thu,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9027,49,technician,married,university.degree,no,yes,yes,telephone,jun,thu,460,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9030,51,unemployed,married,high.school,no,no,no,telephone,jun,thu,93,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9041,37,technician,married,professional.course,no,no,no,telephone,jun,thu,221,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9066,43,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,246,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9080,32,housemaid,married,high.school,no,no,no,telephone,jun,thu,372,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9088,36,blue-collar,married,high.school,no,yes,no,telephone,jun,fri,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9095,41,management,married,high.school,no,unknown,unknown,telephone,jun,fri,190,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9096,35,services,married,high.school,no,yes,no,telephone,jun,fri,582,11,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9105,36,technician,married,professional.course,no,no,no,telephone,jun,fri,193,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9107,35,technician,married,university.degree,no,yes,no,telephone,jun,fri,246,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9118,53,services,married,high.school,unknown,no,no,telephone,jun,fri,373,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9143,41,admin.,single,high.school,no,yes,no,telephone,jun,fri,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9158,52,self-employed,married,basic.4y,unknown,no,yes,telephone,jun,fri,381,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
9161,34,technician,married,professional.course,no,no,no,telephone,jun,fri,1994,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9169,41,blue-collar,married,high.school,unknown,no,yes,telephone,jun,fri,320,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9176,35,unemployed,married,university.degree,no,yes,yes,telephone,jun,fri,272,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9177,34,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,120,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9180,55,services,married,high.school,unknown,yes,no,telephone,jun,fri,315,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9182,40,services,divorced,basic.6y,no,no,yes,telephone,jun,fri,386,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9187,35,admin.,single,university.degree,no,yes,no,telephone,jun,fri,358,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9213,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,968,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9232,40,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,fri,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9246,51,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,434,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9272,40,blue-collar,single,unknown,no,no,yes,telephone,jun,fri,274,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9279,34,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,fri,426,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9287,31,admin.,single,university.degree,no,no,no,telephone,jun,fri,213,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9299,55,unemployed,married,basic.4y,unknown,yes,yes,telephone,jun,fri,95,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9319,40,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,48,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9322,42,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,213,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9332,40,admin.,married,university.degree,unknown,unknown,unknown,telephone,jun,fri,65,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9338,40,admin.,married,high.school,unknown,yes,no,telephone,jun,fri,85,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9344,39,management,married,basic.6y,unknown,yes,no,telephone,jun,fri,38,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9352,39,management,married,university.degree,no,no,no,telephone,jun,fri,47,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9360,36,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,86,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9362,53,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,80,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9365,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,201,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9381,47,admin.,married,university.degree,no,no,no,telephone,jun,fri,143,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9396,31,services,married,high.school,no,yes,no,telephone,jun,fri,303,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9404,36,admin.,married,high.school,no,no,no,telephone,jun,fri,355,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9412,42,services,single,high.school,no,no,no,telephone,jun,fri,207,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9413,41,technician,divorced,basic.4y,no,yes,no,telephone,jun,fri,128,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9414,43,management,married,high.school,no,yes,yes,telephone,jun,fri,304,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9432,27,self-employed,single,university.degree,no,no,yes,telephone,jun,fri,100,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9433,55,admin.,married,basic.4y,unknown,no,no,telephone,jun,fri,1469,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
9439,32,admin.,single,university.degree,no,unknown,unknown,telephone,jun,fri,121,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9458,38,technician,single,professional.course,unknown,yes,no,telephone,jun,fri,111,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9460,42,services,married,high.school,no,yes,no,telephone,jun,fri,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9473,29,self-employed,single,university.degree,no,no,no,telephone,jun,mon,221,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9494,38,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9503,39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,202,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9505,36,technician,married,university.degree,no,yes,no,telephone,jun,mon,196,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9507,47,management,married,basic.4y,no,no,yes,telephone,jun,mon,74,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9511,33,admin.,married,university.degree,no,no,yes,telephone,jun,mon,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9540,25,services,married,high.school,no,yes,no,telephone,jun,mon,174,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9561,35,unemployed,divorced,high.school,unknown,yes,no,telephone,jun,mon,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9563,42,technician,single,basic.9y,unknown,no,no,telephone,jun,mon,626,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9565,53,admin.,single,basic.6y,no,yes,no,telephone,jun,mon,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9574,56,technician,divorced,professional.course,unknown,yes,no,telephone,jun,mon,123,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9579,44,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9605,46,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,88,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9614,25,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
