id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
109204,Male,22,1,2.0,1,< 1 Year,No,33907.0,152.0,97,0
109414,Female,54,1,28.0,0,> 2 Years,Yes,2630.0,124.0,173,0
109444,Male,36,1,28.0,0,1-2 Year,Yes,20805.0,124.0,121,0
109480,Male,45,1,28.0,0,1-2 Year,Yes,33516.0,124.0,296,1
109623,Female,56,1,28.0,0,> 2 Years,Yes,79939.0,124.0,215,0
109723,Male,51,1,28.0,0,1-2 Year,Yes,49874.0,124.0,129,1
109902,Male,26,1,29.0,1,< 1 Year,No,36685.0,152.0,103,0
109983,Male,40,1,28.0,1,1-2 Year,No,46065.0,124.0,66,0
109989,Male,52,1,0.0,0,1-2 Year,Yes,2630.0,124.0,268,0
110005,Male,52,1,46.0,0,1-2 Year,Yes,33501.0,26.0,182,1
110059,Female,24,1,28.0,1,< 1 Year,No,26597.0,152.0,213,0
110189,Female,63,1,8.0,0,1-2 Year,Yes,2630.0,7.0,295,0
110250,Male,47,1,28.0,0,1-2 Year,Yes,48767.0,26.0,85,0
110294,Male,31,1,45.0,1,< 1 Year,No,20802.0,152.0,88,0
110314,Female,36,1,28.0,0,1-2 Year,Yes,43442.0,154.0,290,1
110381,Male,26,1,13.0,1,< 1 Year,No,24621.0,152.0,257,0
110421,Female,73,1,28.0,0,> 2 Years,Yes,44038.0,124.0,161,0
110444,Male,22,1,41.0,0,< 1 Year,Yes,33642.0,152.0,282,0
110539,Female,58,1,15.0,0,1-2 Year,Yes,2630.0,14.0,155,0
110556,Male,23,1,15.0,0,< 1 Year,Yes,28379.0,152.0,226,1
110576,Male,37,1,28.0,0,1-2 Year,Yes,34220.0,61.0,130,0
110665,Male,64,1,15.0,1,1-2 Year,No,37503.0,124.0,30,0
110810,Male,54,1,28.0,1,1-2 Year,No,34544.0,14.0,243,0
111072,Male,40,1,41.0,1,1-2 Year,No,22955.0,124.0,82,0
111113,Female,24,1,28.0,0,< 1 Year,Yes,26847.0,124.0,77,0
111165,Male,43,1,39.0,1,1-2 Year,No,2630.0,26.0,251,0
111350,Male,59,1,28.0,1,1-2 Year,No,63336.0,26.0,46,0
111453,Male,67,1,29.0,0,1-2 Year,No,2630.0,156.0,229,0
111486,Male,21,1,8.0,0,< 1 Year,Yes,34990.0,160.0,278,0
111490,Female,26,1,50.0,1,< 1 Year,No,31525.0,152.0,268,0
111494,Female,22,1,50.0,0,< 1 Year,Yes,30891.0,152.0,138,0
111497,Female,44,1,14.0,0,1-2 Year,Yes,26940.0,26.0,181,0
111515,Male,21,1,13.0,0,< 1 Year,Yes,40324.0,152.0,117,1
111559,Male,25,1,28.0,0,< 1 Year,Yes,22365.0,26.0,222,0
111577,Male,33,1,24.0,0,< 1 Year,Yes,2630.0,154.0,147,0
111646,Female,66,1,50.0,1,1-2 Year,No,51162.0,8.0,250,0
111734,Male,42,1,49.0,0,1-2 Year,Yes,32375.0,124.0,143,1
111757,Female,23,1,14.0,1,< 1 Year,No,24236.0,152.0,291,0
111806,Male,49,1,28.0,0,> 2 Years,Yes,2630.0,124.0,155,0
111817,Male,24,1,28.0,1,< 1 Year,No,30762.0,152.0,96,0
111951,Male,24,1,13.0,1,< 1 Year,No,22135.0,152.0,58,0
111964,Female,26,1,11.0,1,< 1 Year,No,21135.0,152.0,127,0
112036,Male,24,1,35.0,0,< 1 Year,Yes,38572.0,124.0,111,0
112065,Male,24,1,46.0,1,< 1 Year,No,32859.0,160.0,125,0
112178,Female,41,1,46.0,0,1-2 Year,Yes,30950.0,124.0,231,1
112190,Female,45,1,28.0,0,1-2 Year,Yes,35745.0,124.0,199,1
112202,Female,25,1,15.0,1,< 1 Year,No,2630.0,151.0,183,0
112273,Male,38,1,28.0,0,1-2 Year,Yes,29642.0,156.0,208,1
112389,Female,23,1,49.0,1,< 1 Year,No,29035.0,26.0,147,0
112483,Male,30,1,7.0,1,1-2 Year,No,49017.0,163.0,189,0
112507,Male,38,1,28.0,0,1-2 Year,Yes,31302.0,25.0,271,0
112518,Male,65,1,45.0,0,1-2 Year,Yes,2630.0,157.0,122,0
112573,Female,22,1,3.0,1,< 1 Year,No,50142.0,152.0,115,0
112583,Male,43,1,47.0,1,1-2 Year,No,35638.0,16.0,56,0
112604,Male,49,1,8.0,0,1-2 Year,Yes,42000.0,26.0,189,0
112624,Female,26,1,30.0,1,< 1 Year,No,48166.0,152.0,263,0
112654,Female,22,1,41.0,1,< 1 Year,No,22283.0,160.0,139,0
112677,Male,48,1,8.0,0,1-2 Year,Yes,41147.0,124.0,150,0
112692,Male,39,1,8.0,0,1-2 Year,Yes,38001.0,124.0,137,0
112757,Female,60,1,12.0,1,1-2 Year,No,35704.0,26.0,33,0
112782,Female,41,1,38.0,1,1-2 Year,No,24311.0,26.0,138,0
112895,Male,30,1,35.0,1,< 1 Year,No,36915.0,152.0,62,0
113104,Male,57,1,8.0,1,1-2 Year,No,47347.0,124.0,110,0
113210,Female,24,1,28.0,0,< 1 Year,Yes,27284.0,151.0,30,0
113287,Male,29,1,46.0,0,< 1 Year,Yes,34637.0,26.0,10,1
113289,Male,26,1,27.0,1,< 1 Year,No,33309.0,152.0,191,0
113296,Male,67,1,28.0,0,1-2 Year,Yes,25884.0,26.0,150,0
113311,Female,52,1,28.0,0,1-2 Year,Yes,26009.0,26.0,178,1
113312,Male,63,1,15.0,0,1-2 Year,Yes,57970.0,152.0,25,0
113341,Male,73,1,28.0,0,1-2 Year,No,43030.0,122.0,58,0
113343,Male,21,1,10.0,0,< 1 Year,Yes,30266.0,160.0,121,1
113402,Male,66,1,28.0,0,1-2 Year,Yes,58143.0,124.0,277,0
113411,Male,57,1,28.0,0,1-2 Year,Yes,30087.0,124.0,144,0
113426,Female,58,1,41.0,1,1-2 Year,No,41362.0,26.0,157,0
113569,Female,25,1,8.0,1,< 1 Year,No,36730.0,152.0,194,0
113577,Male,44,1,8.0,0,1-2 Year,Yes,2630.0,124.0,38,0
113648,Male,45,1,41.0,0,1-2 Year,Yes,23316.0,124.0,286,0
113677,Male,44,1,18.0,0,1-2 Year,Yes,38901.0,124.0,98,0
113722,Male,48,1,28.0,0,> 2 Years,Yes,38033.0,122.0,100,1
113847,Female,21,1,9.0,0,< 1 Year,Yes,40609.0,122.0,39,0
113877,Male,21,1,7.0,1,< 1 Year,No,53223.0,160.0,235,0
113916,Male,49,1,36.0,0,1-2 Year,Yes,37797.0,124.0,293,0
113940,Male,31,1,11.0,1,< 1 Year,No,29587.0,152.0,233,0
114046,Female,22,1,15.0,1,< 1 Year,No,28335.0,152.0,160,0
114139,Male,54,1,8.0,0,1-2 Year,Yes,43649.0,124.0,226,0
114154,Female,52,1,28.0,0,1-2 Year,Yes,21987.0,124.0,153,0
114227,Female,48,1,28.0,0,1-2 Year,Yes,52209.0,124.0,87,0
114230,Male,57,1,8.0,1,1-2 Year,No,2630.0,124.0,98,0
114385,Female,25,1,46.0,1,< 1 Year,No,23556.0,152.0,107,0
114551,Female,28,1,7.0,1,< 1 Year,No,2630.0,152.0,222,0
114577,Female,43,1,46.0,0,1-2 Year,Yes,35922.0,124.0,75,0
114607,Male,48,1,29.0,1,1-2 Year,No,37426.0,135.0,44,0
114621,Female,22,1,36.0,0,< 1 Year,Yes,29498.0,152.0,19,0
114657,Female,45,1,28.0,0,1-2 Year,Yes,40830.0,124.0,209,0
114945,Female,27,1,28.0,0,< 1 Year,Yes,140912.0,24.0,173,0
115001,Female,25,1,14.0,1,< 1 Year,No,2630.0,152.0,85,0
115025,Male,46,1,28.0,0,1-2 Year,Yes,49639.0,26.0,35,0
115139,Female,59,1,25.0,1,1-2 Year,No,25547.0,124.0,36,0
115178,Male,25,1,30.0,1,< 1 Year,No,22379.0,152.0,118,0
115191,Male,74,1,28.0,0,1-2 Year,Yes,38399.0,124.0,37,1
115212,Male,45,1,20.0,0,1-2 Year,Yes,2630.0,124.0,122,0
115231,Male,31,1,9.0,0,< 1 Year,No,30269.0,152.0,256,0
115385,Female,24,1,15.0,0,< 1 Year,No,44023.0,152.0,107,0
115413,Male,46,1,7.0,0,1-2 Year,Yes,33652.0,26.0,278,1
115506,Male,32,1,28.0,0,< 1 Year,Yes,22927.0,152.0,250,0
115521,Male,27,1,27.0,1,< 1 Year,No,27758.0,152.0,70,0
115580,Male,55,1,31.0,0,1-2 Year,Yes,2630.0,124.0,234,0
115617,Male,57,1,28.0,0,1-2 Year,Yes,48522.0,122.0,67,0
115755,Male,29,1,6.0,1,< 1 Year,No,33636.0,152.0,38,0
115765,Male,25,1,47.0,1,< 1 Year,No,22878.0,152.0,260,0
115856,Female,25,1,46.0,1,< 1 Year,No,2630.0,152.0,137,0
116019,Female,42,1,28.0,1,1-2 Year,Yes,33003.0,26.0,267,0
116104,Male,26,1,22.0,1,< 1 Year,Yes,23798.0,152.0,141,0
116107,Male,27,1,36.0,1,< 1 Year,No,47885.0,152.0,178,0
116119,Female,63,1,28.0,0,1-2 Year,Yes,43027.0,26.0,275,0
116206,Male,23,1,35.0,0,< 1 Year,Yes,34049.0,152.0,106,0
116297,Female,26,1,41.0,1,< 1 Year,No,23775.0,152.0,71,0
116386,Female,60,1,8.0,1,1-2 Year,No,30316.0,25.0,33,0
116512,Female,22,1,10.0,1,< 1 Year,No,31786.0,152.0,236,0
116525,Male,31,1,41.0,1,< 1 Year,No,48980.0,152.0,105,0
116755,Female,35,1,28.0,1,1-2 Year,No,30047.0,152.0,235,0
116813,Male,35,1,28.0,0,1-2 Year,Yes,2630.0,26.0,46,1
116861,Male,45,1,45.0,0,1-2 Year,Yes,26658.0,26.0,213,0
116965,Male,62,1,28.0,0,> 2 Years,Yes,34171.0,26.0,264,0
117104,Male,43,1,28.0,0,1-2 Year,No,33646.0,26.0,159,0
117192,Male,26,1,27.0,0,< 1 Year,Yes,30061.0,152.0,53,0
117202,Male,73,0,46.0,1,1-2 Year,No,27625.0,26.0,177,0
117237,Female,23,1,46.0,1,< 1 Year,No,2630.0,160.0,20,0
117289,Female,24,1,41.0,1,< 1 Year,No,37779.0,152.0,274,0
117416,Male,66,1,28.0,0,1-2 Year,Yes,49107.0,122.0,104,1
117466,Female,48,1,28.0,0,1-2 Year,Yes,24196.0,26.0,107,0
117504,Female,79,1,28.0,0,> 2 Years,Yes,2630.0,26.0,89,0
117686,Male,25,1,29.0,1,< 1 Year,No,26898.0,26.0,123,0
117796,Female,30,1,28.0,0,< 1 Year,Yes,40749.0,124.0,258,0
117977,Female,20,1,47.0,1,< 1 Year,Yes,24151.0,160.0,141,0
118013,Female,33,1,28.0,1,< 1 Year,No,48430.0,152.0,59,0
118021,Male,74,1,36.0,0,> 2 Years,Yes,29427.0,26.0,77,1
118082,Male,32,1,28.0,0,< 1 Year,Yes,29123.0,152.0,105,0
118240,Female,24,1,3.0,0,< 1 Year,No,40498.0,152.0,210,0
118328,Male,27,1,8.0,1,< 1 Year,No,34183.0,152.0,40,0
118432,Male,59,1,28.0,0,1-2 Year,Yes,38732.0,139.0,138,0
118468,Male,46,1,41.0,1,1-2 Year,No,42652.0,124.0,18,0
118478,Male,42,1,28.0,1,1-2 Year,No,40626.0,124.0,151,0
118547,Female,47,1,18.0,0,1-2 Year,Yes,35862.0,124.0,251,0
118758,Male,22,1,6.0,0,< 1 Year,Yes,23474.0,152.0,271,0
118875,Male,45,1,28.0,0,1-2 Year,Yes,2630.0,26.0,218,0
118901,Female,23,1,29.0,1,< 1 Year,No,26381.0,152.0,80,0
119125,Male,37,1,10.0,1,1-2 Year,No,2630.0,152.0,41,0
119154,Male,21,1,46.0,1,< 1 Year,No,28466.0,160.0,237,0
119203,Male,26,1,37.0,0,1-2 Year,Yes,27188.0,124.0,10,0
119385,Female,71,1,3.0,1,1-2 Year,No,2630.0,152.0,98,0
119459,Female,43,1,28.0,0,> 2 Years,Yes,49982.0,124.0,163,1
119465,Female,53,1,45.0,1,1-2 Year,No,27789.0,152.0,143,0
119496,Male,32,1,33.0,1,< 1 Year,No,2630.0,152.0,80,0
119706,Male,27,1,25.0,0,< 1 Year,Yes,28170.0,152.0,66,1
119714,Female,24,1,39.0,0,< 1 Year,Yes,39194.0,151.0,11,1
119719,Male,39,1,17.0,0,1-2 Year,No,2630.0,156.0,68,1
119822,Female,22,1,18.0,1,< 1 Year,No,26543.0,152.0,232,0
119850,Male,27,1,39.0,0,1-2 Year,Yes,64432.0,26.0,161,1
119957,Male,47,1,21.0,1,1-2 Year,No,29160.0,124.0,255,0
120099,Female,23,1,8.0,1,< 1 Year,No,47071.0,152.0,207,0
120198,Male,20,1,13.0,1,< 1 Year,No,29801.0,160.0,94,0
120275,Female,28,1,41.0,1,< 1 Year,No,33087.0,152.0,67,0
120304,Male,34,1,41.0,0,1-2 Year,Yes,51440.0,124.0,242,1
120398,Female,54,1,28.0,1,1-2 Year,Yes,40367.0,155.0,237,0
120438,Female,25,1,28.0,1,< 1 Year,No,36166.0,152.0,268,0
120546,Male,53,1,43.0,0,1-2 Year,Yes,2630.0,26.0,277,1
120604,Female,21,1,7.0,0,< 1 Year,Yes,26682.0,160.0,88,1
120774,Male,34,1,28.0,1,1-2 Year,No,34243.0,124.0,286,0
120815,Male,21,1,46.0,1,< 1 Year,No,2630.0,160.0,158,0
121019,Male,67,1,48.0,0,1-2 Year,Yes,2630.0,124.0,287,0
121036,Male,59,1,28.0,0,> 2 Years,Yes,45756.0,122.0,266,0
121064,Female,43,1,28.0,0,1-2 Year,No,2630.0,124.0,52,0
121154,Male,27,1,41.0,1,< 1 Year,No,38723.0,152.0,284,0
121222,Male,38,1,1.0,0,1-2 Year,Yes,2630.0,124.0,213,0
121565,Male,70,1,12.0,1,1-2 Year,No,2630.0,26.0,119,0
121660,Male,29,1,3.0,1,< 1 Year,No,24023.0,152.0,187,0
121673,Male,47,1,28.0,1,1-2 Year,No,59214.0,124.0,264,0
121698,Male,52,1,41.0,0,1-2 Year,Yes,26158.0,163.0,40,0
121759,Female,25,1,29.0,1,< 1 Year,No,30528.0,152.0,241,0
121767,Male,53,1,28.0,1,1-2 Year,No,52112.0,26.0,270,0
121811,Male,21,1,29.0,1,< 1 Year,No,22551.0,160.0,267,0
121855,Female,24,1,28.0,1,< 1 Year,No,30704.0,152.0,150,0
121869,Male,23,1,25.0,1,< 1 Year,No,2630.0,152.0,12,0
121939,Female,26,1,28.0,0,1-2 Year,Yes,37914.0,26.0,265,0
122046,Male,24,1,29.0,1,< 1 Year,No,31581.0,152.0,101,0
122130,Female,39,1,46.0,1,1-2 Year,No,34904.0,124.0,185,0
122133,Male,47,1,46.0,0,1-2 Year,Yes,29777.0,124.0,254,0
122142,Male,48,1,11.0,0,1-2 Year,Yes,25145.0,26.0,289,0
122222,Female,36,1,12.0,0,1-2 Year,Yes,26681.0,26.0,192,0
122224,Female,25,1,29.0,1,< 1 Year,No,22919.0,152.0,46,0
122263,Female,33,1,41.0,1,< 1 Year,No,25842.0,152.0,265,0
122328,Male,48,1,8.0,0,1-2 Year,Yes,39321.0,157.0,288,1
122339,Male,30,1,50.0,1,< 1 Year,No,46381.0,152.0,294,0
122418,Male,43,1,46.0,0,1-2 Year,Yes,34851.0,124.0,131,0
122511,Male,58,1,28.0,0,1-2 Year,No,55891.0,26.0,275,0
122531,Male,25,1,10.0,1,< 1 Year,No,28508.0,152.0,217,0
122630,Male,74,1,24.0,0,1-2 Year,Yes,31037.0,26.0,40,0
122699,Male,59,1,8.0,1,1-2 Year,No,2630.0,30.0,122,0
122839,Male,40,1,30.0,0,1-2 Year,Yes,34707.0,140.0,11,0
122846,Female,36,1,15.0,1,1-2 Year,No,38873.0,152.0,290,0
122923,Female,27,1,41.0,1,< 1 Year,No,40515.0,152.0,246,0
123066,Male,28,1,21.0,0,< 1 Year,No,27592.0,124.0,254,1
123109,Male,31,1,28.0,0,< 1 Year,Yes,51486.0,158.0,113,1
123269,Female,31,1,28.0,0,< 1 Year,Yes,34160.0,124.0,56,1
123326,Male,31,1,28.0,1,< 1 Year,No,27828.0,152.0,299,0
123355,Male,41,1,47.0,0,1-2 Year,Yes,35518.0,124.0,267,0
123552,Male,64,1,1.0,0,1-2 Year,Yes,2630.0,15.0,43,0
123591,Female,46,1,28.0,0,1-2 Year,Yes,2630.0,26.0,173,0
123610,Male,30,1,28.0,0,1-2 Year,Yes,38562.0,154.0,229,1
123724,Male,24,1,28.0,0,< 1 Year,Yes,85525.0,152.0,71,1
123805,Female,28,1,50.0,1,< 1 Year,No,33333.0,152.0,124,0
123837,Female,25,1,45.0,1,< 1 Year,No,26535.0,152.0,267,0
123844,Male,55,1,47.0,0,1-2 Year,Yes,33637.0,124.0,65,0
123966,Male,46,1,37.0,1,1-2 Year,No,2630.0,26.0,139,0
124158,Male,28,1,27.0,1,< 1 Year,No,18696.0,152.0,212,0
124163,Male,49,1,28.0,0,1-2 Year,Yes,30022.0,124.0,147,1
124245,Male,31,1,28.0,0,< 1 Year,Yes,45677.0,122.0,233,0
124422,Male,62,1,28.0,1,1-2 Year,Yes,43070.0,26.0,69,0
124442,Female,28,1,4.0,1,< 1 Year,No,32373.0,152.0,142,0
124489,Male,23,1,50.0,1,< 1 Year,No,32547.0,152.0,203,0
124626,Male,25,1,19.0,0,< 1 Year,Yes,33463.0,152.0,285,1
124755,Female,27,1,19.0,0,< 1 Year,Yes,31574.0,152.0,66,0
124938,Female,23,1,15.0,1,< 1 Year,No,38024.0,152.0,207,0
124954,Male,23,1,41.0,1,< 1 Year,No,44930.0,152.0,204,0
124988,Female,43,1,28.0,1,1-2 Year,No,30023.0,124.0,271,0
125076,Male,49,1,41.0,1,1-2 Year,No,23361.0,124.0,158,0
125367,Female,21,1,46.0,1,< 1 Year,No,38244.0,160.0,289,0
125370,Male,20,1,15.0,0,< 1 Year,Yes,41029.0,160.0,21,0
125397,Female,49,1,41.0,0,1-2 Year,No,47146.0,124.0,25,0
125490,Male,53,1,28.0,0,1-2 Year,Yes,44110.0,26.0,26,1
125533,Female,28,1,15.0,1,< 1 Year,No,41749.0,152.0,248,0
125594,Male,25,1,27.0,1,< 1 Year,No,2630.0,152.0,84,0
125621,Male,53,1,12.0,0,1-2 Year,Yes,2630.0,30.0,249,1
125696,Male,71,1,28.0,0,1-2 Year,Yes,22821.0,124.0,48,1
125934,Female,22,1,6.0,1,< 1 Year,No,29785.0,152.0,121,0
125960,Male,57,1,28.0,1,1-2 Year,No,40922.0,26.0,273,0
126046,Male,35,1,48.0,0,1-2 Year,Yes,2630.0,124.0,151,1
126264,Male,26,1,21.0,1,< 1 Year,No,30483.0,152.0,267,0
126544,Female,39,1,32.0,0,1-2 Year,Yes,28330.0,152.0,122,0
126589,Male,68,1,7.0,0,1-2 Year,Yes,2630.0,124.0,298,0
126800,Female,21,1,33.0,1,< 1 Year,No,66118.0,152.0,212,0
126957,Female,35,1,28.0,1,1-2 Year,No,36783.0,124.0,63,0
127079,Female,63,1,29.0,0,1-2 Year,Yes,43772.0,26.0,129,0
127101,Female,22,1,39.0,1,< 1 Year,No,32024.0,152.0,117,0
127127,Male,45,1,28.0,0,1-2 Year,Yes,53324.0,124.0,205,1
127159,Male,28,1,21.0,1,< 1 Year,No,2630.0,152.0,53,0
127194,Male,27,1,18.0,1,< 1 Year,No,2630.0,152.0,168,0
127252,Female,21,1,37.0,0,< 1 Year,No,36242.0,152.0,197,0
127290,Female,31,1,39.0,1,< 1 Year,No,33525.0,152.0,100,0
127330,Male,52,1,28.0,0,1-2 Year,Yes,28142.0,156.0,48,0
127426,Male,22,1,30.0,1,< 1 Year,No,24559.0,152.0,74,0
127452,Male,24,1,8.0,0,< 1 Year,Yes,30616.0,151.0,168,0
127568,Male,26,1,11.0,1,< 1 Year,Yes,28670.0,152.0,16,0
127673,Male,41,1,36.0,0,1-2 Year,Yes,28502.0,124.0,87,0
127743,Female,55,1,28.0,1,1-2 Year,No,48188.0,26.0,29,0
127758,Female,24,1,32.0,1,< 1 Year,No,33220.0,152.0,84,0
127784,Male,62,1,48.0,0,1-2 Year,No,2630.0,124.0,123,0
127947,Female,26,1,18.0,1,< 1 Year,No,35590.0,152.0,212,0
127971,Female,54,1,28.0,0,1-2 Year,Yes,72043.0,26.0,123,0
127986,Female,55,1,28.0,1,1-2 Year,No,47319.0,124.0,248,0
127997,Male,39,1,47.0,0,1-2 Year,Yes,34292.0,124.0,201,1
128151,Female,25,1,28.0,1,< 1 Year,No,41401.0,152.0,30,0
128194,Male,25,1,14.0,1,< 1 Year,No,2630.0,152.0,234,0
128299,Male,26,1,28.0,0,< 1 Year,Yes,2630.0,156.0,86,0
128424,Female,31,1,22.0,1,< 1 Year,No,37889.0,152.0,114,0
128755,Female,26,1,46.0,1,< 1 Year,No,23216.0,152.0,163,0
128782,Male,32,1,28.0,1,1-2 Year,Yes,51079.0,124.0,93,0
128915,Male,40,1,31.0,1,1-2 Year,No,2630.0,124.0,237,0
129169,Male,49,1,8.0,1,1-2 Year,No,39820.0,124.0,244,0
129172,Female,28,1,4.0,0,< 1 Year,Yes,26143.0,152.0,121,1
129173,Female,55,1,28.0,0,> 2 Years,Yes,36649.0,124.0,262,1
129315,Male,49,1,28.0,0,1-2 Year,Yes,39761.0,124.0,228,0
129317,Female,24,1,25.0,1,< 1 Year,No,35244.0,152.0,54,0
129331,Female,24,1,11.0,1,< 1 Year,No,32186.0,152.0,83,0
129357,Male,23,1,6.0,1,< 1 Year,No,16295.0,152.0,122,0
129374,Male,42,1,9.0,1,1-2 Year,No,35514.0,152.0,190,0
129478,Female,33,1,11.0,1,< 1 Year,No,32802.0,152.0,145,0
129554,Male,45,1,11.0,0,1-2 Year,Yes,34530.0,26.0,194,0
129585,Male,42,1,28.0,0,1-2 Year,Yes,35275.0,124.0,298,0
129616,Female,80,1,48.0,1,1-2 Year,No,2630.0,124.0,143,0
129671,Male,22,1,29.0,1,< 1 Year,No,35694.0,152.0,165,0
129721,Male,34,1,45.0,0,1-2 Year,Yes,35218.0,155.0,138,1
129725,Male,68,1,28.0,0,> 2 Years,Yes,34393.0,124.0,283,0
129754,Female,43,1,28.0,0,1-2 Year,Yes,28881.0,26.0,127,0
129821,Female,29,1,16.0,1,< 1 Year,No,36227.0,152.0,168,0
129897,Male,59,1,8.0,0,1-2 Year,Yes,32547.0,163.0,121,0
130187,Male,26,1,46.0,1,< 1 Year,No,37626.0,152.0,123,0
130257,Female,21,1,21.0,0,< 1 Year,Yes,25560.0,152.0,170,0
130287,Male,43,1,8.0,0,1-2 Year,Yes,37547.0,26.0,140,0
130507,Male,50,1,39.0,0,1-2 Year,Yes,31175.0,26.0,94,1
130558,Male,24,1,14.0,1,< 1 Year,No,25760.0,151.0,229,0
130575,Male,23,1,13.0,0,< 1 Year,Yes,18269.0,152.0,198,0
130620,Female,25,1,29.0,1,< 1 Year,No,34209.0,152.0,245,0
130642,Male,56,1,28.0,0,1-2 Year,Yes,63432.0,26.0,103,0
130719,Male,20,1,16.0,1,< 1 Year,No,25731.0,160.0,166,0
130802,Male,59,1,28.0,1,1-2 Year,No,32172.0,152.0,117,0
130921,Male,26,1,19.0,0,1-2 Year,Yes,34023.0,124.0,197,0
131048,Female,37,1,46.0,0,1-2 Year,Yes,42278.0,154.0,172,0
131203,Female,40,1,28.0,0,1-2 Year,Yes,66931.0,124.0,62,0
131225,Female,58,1,8.0,0,1-2 Year,Yes,2630.0,26.0,102,0
131247,Male,60,1,28.0,1,1-2 Year,Yes,44329.0,124.0,133,0
131365,Male,56,1,28.0,1,1-2 Year,No,2630.0,26.0,228,0
131383,Female,29,1,28.0,1,< 1 Year,No,26759.0,152.0,120,0
131427,Male,75,1,25.0,0,1-2 Year,Yes,2630.0,124.0,134,0
131456,Male,44,1,28.0,1,1-2 Year,No,40972.0,26.0,215,0
131495,Male,38,1,41.0,0,1-2 Year,Yes,35899.0,106.0,151,1
131683,Female,42,1,41.0,1,1-2 Year,No,44133.0,26.0,136,0
131711,Female,52,1,28.0,0,1-2 Year,Yes,30706.0,122.0,136,0
131717,Female,56,1,28.0,0,1-2 Year,Yes,39655.0,154.0,59,0
131865,Male,42,1,28.0,0,1-2 Year,Yes,33858.0,124.0,259,0
131918,Male,20,1,28.0,0,< 1 Year,Yes,25857.0,160.0,170,0
131972,Male,71,1,47.0,1,1-2 Year,No,40164.0,26.0,68,0
132018,Female,28,1,21.0,1,< 1 Year,No,23062.0,152.0,255,0
132073,Male,29,1,35.0,0,1-2 Year,Yes,33678.0,124.0,239,1
132175,Male,46,1,29.0,1,1-2 Year,No,33193.0,124.0,236,0
132336,Male,39,1,3.0,1,1-2 Year,No,25783.0,124.0,43,0
132474,Male,23,1,45.0,1,< 1 Year,No,21248.0,152.0,13,0
132520,Male,26,1,23.0,0,< 1 Year,Yes,30255.0,152.0,185,0
132565,Male,27,1,15.0,1,< 1 Year,No,38527.0,152.0,152,0
132571,Male,40,1,8.0,0,1-2 Year,Yes,40893.0,26.0,220,0
132645,Female,64,1,28.0,0,1-2 Year,No,33703.0,122.0,63,0
132927,Female,23,1,41.0,1,< 1 Year,No,39709.0,152.0,136,0
132994,Female,48,1,28.0,0,1-2 Year,Yes,43013.0,26.0,271,0
133065,Male,62,1,46.0,1,1-2 Year,No,34043.0,11.0,35,0
133070,Male,38,1,46.0,0,1-2 Year,Yes,28664.0,124.0,81,0
133075,Male,29,1,28.0,1,< 1 Year,No,25176.0,152.0,92,0
133097,Male,22,1,28.0,0,< 1 Year,Yes,35515.0,152.0,256,0
133108,Male,65,1,41.0,1,1-2 Year,No,37370.0,29.0,229,0
133167,Male,20,1,39.0,0,1-2 Year,No,27717.0,156.0,119,0
133185,Female,23,1,30.0,1,< 1 Year,No,29499.0,152.0,183,0
133270,Female,41,1,8.0,1,1-2 Year,No,44167.0,124.0,48,0
133277,Female,78,1,28.0,0,1-2 Year,Yes,49741.0,26.0,170,1
133398,Male,42,1,31.0,0,1-2 Year,Yes,2630.0,9.0,275,0
133487,Male,69,1,28.0,1,1-2 Year,No,27541.0,13.0,186,0
133511,Male,21,1,36.0,1,< 1 Year,No,2630.0,152.0,75,0
133546,Female,39,1,41.0,0,1-2 Year,Yes,34169.0,26.0,56,1
133555,Male,48,1,29.0,0,1-2 Year,Yes,2630.0,156.0,265,0
133639,Female,52,1,28.0,0,1-2 Year,Yes,38796.0,13.0,141,0
133643,Male,23,1,13.0,0,< 1 Year,Yes,23893.0,152.0,267,0
133699,Male,25,1,28.0,1,< 1 Year,No,31181.0,152.0,284,0
133832,Female,38,1,41.0,0,1-2 Year,No,39105.0,124.0,169,0
133856,Female,76,1,8.0,1,1-2 Year,No,54655.0,7.0,177,0
133973,Female,24,1,3.0,1,< 1 Year,No,22969.0,152.0,83,0
134060,Female,22,1,41.0,1,< 1 Year,No,49053.0,152.0,174,0
134120,Male,65,1,45.0,1,1-2 Year,Yes,55669.0,26.0,67,0
134206,Male,21,1,25.0,1,< 1 Year,No,25139.0,160.0,36,0
134214,Female,47,1,28.0,0,1-2 Year,Yes,43345.0,52.0,204,0
134461,Female,36,1,28.0,0,1-2 Year,Yes,41000.0,124.0,14,0
134484,Female,22,1,11.0,1,< 1 Year,No,62455.0,152.0,291,0
134488,Male,61,1,27.0,0,1-2 Year,Yes,26710.0,124.0,27,1
134612,Female,72,1,28.0,0,1-2 Year,Yes,44172.0,26.0,299,0
134668,Female,42,1,28.0,0,1-2 Year,No,2630.0,157.0,221,0
134825,Male,36,1,41.0,1,1-2 Year,No,37327.0,152.0,78,0
134882,Male,51,1,28.0,0,> 2 Years,Yes,36953.0,122.0,32,0
134988,Male,24,1,15.0,1,< 1 Year,No,30814.0,160.0,288,0
134989,Female,24,1,30.0,1,< 1 Year,No,33970.0,152.0,219,0
