customer_id,snapshot_date,country,recency_days,tenure_days,orders_total,items_total,distinct_products,active_months,spend_total,order_value_mean,order_value_max,days_between_orders_mean,returned_orders,returned_items,reactivated_90d
13455,2011-09-10,United Kingdom,275,275,1,190,30,1,692.94,692.94,692.94,0.0,2,9,1
13462,2011-09-10,United Kingdom,161,161,1,62,9,1,151.5,151.5,151.5,0.0,1,1,0
13466,2011-09-10,United Kingdom,93,93,1,259,17,1,307.9,307.9,307.9,0.0,1,1,0
13473,2011-09-10,United Kingdom,241,241,1,198,12,1,241.26,241.26,241.26,0.0,1,6,1
13474,2011-09-10,United Kingdom,145,145,1,132,59,1,229.59,229.59,229.59,0.0,0,0,0
13475,2011-09-10,United Kingdom,100,207,4,1012,64,4,1431.78,357.94,589.4,35.67,0,0,0
13479,2011-09-10,United Kingdom,109,143,2,134,14,2,300.95,150.48,156.6,33.0,1,1,0
13482,2011-09-10,United Kingdom,141,141,1,116,11,1,184.64,184.64,184.64,0.0,0,0,0
13484,2011-09-10,United Kingdom,150,150,1,44,8,1,313.8,313.8,313.8,0.0,0,0,0
13485,2011-09-10,United Kingdom,142,142,1,277,23,1,454.24,454.24,454.24,0.0,0,0,0
13487,2011-09-10,United Kingdom,122,262,2,213,21,2,408.8,204.4,215.65,140.0,0,0,1
13493,2011-09-10,Switzerland,184,196,2,380,6,2,618.63,309.32,439.28,11.0,0,0,0
13494,2011-09-10,United Kingdom,220,220,1,162,18,1,316.26,316.26,316.26,0.0,0,0,0
13495,2011-09-10,United Kingdom,141,277,3,485,20,2,1072.43,357.48,510.95,68.0,1,15,1
13496,2011-09-10,United Kingdom,268,268,1,229,26,1,501.01,501.01,501.01,0.0,1,12,1
13497,2011-09-10,United Kingdom,191,277,2,163,19,2,348.05,174.02,194.55,85.0,1,4,0
13499,2011-09-10,United Kingdom,134,178,2,265,18,2,463.79,231.9,305.56,44.0,1,6,1
13501,2011-09-10,Switzerland,197,197,1,560,52,1,1340.32,1340.32,1340.32,0.0,1,3,0
13502,2011-09-10,United Kingdom,183,232,2,110,9,2,189.16,94.58,114.6,48.0,0,0,1
13506,2011-09-10,United Kingdom,225,278,2,324,26,2,458.52,229.26,301.12,53.0,1,3,0
13508,2011-09-10,United Kingdom,152,152,1,24,12,1,110.97,110.97,110.97,0.0,0,0,0
13512,2011-09-10,United Kingdom,169,169,1,143,15,1,251.21,251.21,251.21,0.0,0,0,0
13516,2011-09-10,United Kingdom,147,147,1,56,7,1,146.0,146.0,146.0,0.0,0,0,1
13523,2011-09-10,United Kingdom,108,275,3,828,92,2,2369.24,789.75,1695.54,83.0,1,7,1
13525,2011-09-10,United Kingdom,157,157,1,208,2,1,282.88,282.88,282.88,0.0,0,0,1
13529,2011-09-10,United Kingdom,113,113,1,30,7,1,181.1,181.1,181.1,0.0,0,0,1
13531,2011-09-10,United Kingdom,114,275,2,174,17,2,483.8,241.9,305.45,161.0,0,0,0
13533,2011-09-10,United Kingdom,91,176,3,204,61,2,270.79,90.26,128.49,42.0,0,0,0
13539,2011-09-10,United Kingdom,149,218,2,231,21,2,315.65,157.82,164.1,68.0,1,6,1
13544,2011-09-10,United Kingdom,149,149,1,75,42,1,122.91,122.91,122.91,0.0,0,0,1
13546,2011-09-10,United Kingdom,109,109,1,109,26,1,188.16,188.16,188.16,0.0,0,0,1
13551,2011-09-10,United Kingdom,228,228,1,12,4,1,91.8,91.8,91.8,0.0,0,0,0
13555,2011-09-10,United Kingdom,110,110,2,868,55,1,1590.05,795.02,976.12,0.0,0,0,1
13557,2011-09-10,United Kingdom,189,189,1,224,16,1,240.68,240.68,240.68,0.0,0,0,1
13561,2011-09-10,United Kingdom,124,124,1,83,14,1,141.86,141.86,141.86,0.0,0,0,0
13565,2011-09-10,United Kingdom,243,243,1,78,13,1,110.18,110.18,110.18,0.0,0,0,1
13569,2011-09-10,United Kingdom,276,276,1,44,23,1,118.32,118.32,118.32,0.0,0,0,1
13570,2011-09-10,United Kingdom,152,152,1,161,27,1,239.49,239.49,239.49,0.0,0,0,0
13572,2011-09-10,United Kingdom,114,114,1,534,32,1,1384.25,1384.25,1384.25,0.0,0,0,0
13573,2011-09-10,United Kingdom,162,162,1,10,3,1,31.77,31.77,31.77,0.0,0,0,1
13579,2011-09-10,United Kingdom,278,278,1,46,9,1,164.7,164.7,164.7,0.0,0,0,1
13581,2011-09-10,United Kingdom,218,218,1,30,10,1,118.0,118.0,118.0,0.0,0,0,0
13584,2011-09-10,United Kingdom,215,215,1,37,24,1,142.4,142.4,142.4,0.0,0,0,0
13591,2011-09-10,United Kingdom,113,175,2,263,36,2,776.23,388.12,462.2,62.0,0,0,1
13592,2011-09-10,United Kingdom,114,173,3,71,12,2,205.51,68.5,95.94,29.0,0,0,1
13600,2011-09-10,United Kingdom,221,221,1,324,19,1,219.52,219.52,219.52,0.0,0,0,0
13601,2011-09-10,United Kingdom,120,120,1,275,41,1,373.2,373.2,373.2,0.0,0,0,1
13606,2011-09-10,United Kingdom,152,220,2,243,37,2,250.42,125.21,180.4,68.0,0,0,1
13615,2011-09-10,United Kingdom,227,227,1,189,23,1,417.69,417.69,417.69,0.0,1,6,0
13623,2011-09-10,United Kingdom,119,206,4,150,61,4,551.92,137.98,156.0,29.0,1,2,1
13626,2011-09-10,United Kingdom,161,161,1,209,19,1,257.23,257.23,257.23,0.0,0,0,0
13637,2011-09-10,United Kingdom,96,135,2,354,75,2,684.85,342.42,422.6,39.0,0,0,1
13642,2011-09-10,United Kingdom,124,124,1,173,57,1,354.8,354.8,354.8,0.0,0,0,0
13649,2011-09-10,United Kingdom,165,275,2,139,23,2,346.6,173.3,197.8,109.0,0,0,0
13650,2011-09-10,United Kingdom,116,176,2,284,33,2,745.52,372.76,373.4,60.0,1,4,1
13652,2011-09-10,United Kingdom,165,277,2,290,33,2,638.24,319.12,329.44,112.0,0,0,1
13657,2011-09-10,United Kingdom,110,110,1,132,9,1,152.34,152.34,152.34,0.0,0,0,1
13658,2011-09-10,United Kingdom,113,113,1,300,32,1,933.3,933.3,933.3,0.0,2,10,1
13659,2011-09-10,United Kingdom,114,229,2,894,92,2,1573.2,786.6,1045.4,115.0,1,15,0
13662,2011-09-10,United Kingdom,121,168,2,363,33,2,532.94,266.47,305.24,47.0,4,5,1
13666,2011-09-10,United Kingdom,196,196,2,37,8,1,64.05,32.03,43.65,0.0,0,0,1
13672,2011-09-10,United Kingdom,210,241,2,57,4,2,186.39,93.2,124.26,30.0,4,58,0
13680,2011-09-10,United Kingdom,246,248,2,1195,69,1,2391.59,1195.8,1520.11,1.0,1,669,1
13682,2011-09-10,United Kingdom,96,96,1,10,3,1,59.5,59.5,59.5,0.0,0,0,0
13684,2011-09-10,United Kingdom,194,194,1,39,29,1,67.23,67.23,67.23,0.0,1,1,0
13686,2011-09-10,United Kingdom,91,91,1,70,8,1,72.0,72.0,72.0,0.0,0,0,0
13692,2011-09-10,United Kingdom,122,145,2,735,32,2,871.58,435.79,856.63,22.0,2,2,1
13703,2011-09-10,United Kingdom,227,227,1,10,1,1,99.5,99.5,99.5,0.0,0,0,0
13706,2011-09-10,United Kingdom,211,211,1,189,20,1,330.79,330.79,330.79,0.0,0,0,0
13707,2011-09-10,United Kingdom,176,224,2,351,48,2,806.41,403.2,583.41,48.0,0,0,0
13708,2011-09-10,United Kingdom,180,180,1,306,49,1,296.88,296.88,296.88,0.0,0,0,0
13711,2011-09-10,United Kingdom,127,127,2,140,11,1,252.06,126.03,170.96,0.0,0,0,0
13712,2011-09-10,United Kingdom,155,155,1,352,10,1,228.84,228.84,228.84,0.0,0,0,0
13715,2011-09-10,United Kingdom,190,281,5,563,89,3,1079.34,215.87,445.22,22.75,3,8,0
13716,2011-09-10,United Kingdom,178,178,1,138,21,1,138.28,138.28,138.28,0.0,0,0,0
13718,2011-09-10,United Kingdom,155,204,2,173,9,2,306.55,153.28,192.5,49.0,0,0,0
13719,2011-09-10,United Kingdom,114,143,2,186,19,2,338.74,169.37,205.84,28.0,0,0,1
13723,2011-09-10,United Kingdom,126,126,1,43,6,1,199.85,199.85,199.85,0.0,0,0,0
13731,2011-09-10,United Kingdom,128,155,2,278,36,2,610.59,305.3,308.12,27.0,0,0,0
13736,2011-09-10,United Kingdom,169,169,1,228,73,1,357.53,357.53,357.53,0.0,1,4,1
13737,2011-09-10,United Kingdom,109,109,1,125,29,1,339.6,339.6,339.6,0.0,0,0,0
13740,2011-09-10,United Kingdom,149,149,1,425,23,1,350.75,350.75,350.75,0.0,0,0,0
13741,2011-09-10,United Kingdom,92,126,2,143,20,2,363.13,181.56,200.17,33.0,1,1,1
13747,2011-09-10,United Kingdom,282,282,1,8,1,1,79.6,79.6,79.6,0.0,0,0,0
13751,2011-09-10,United Kingdom,197,197,1,152,9,1,296.25,296.25,296.25,0.0,0,0,0
13753,2011-09-10,United Kingdom,196,196,1,512,35,1,741.26,741.26,741.26,0.0,0,0,0
13758,2011-09-10,United Kingdom,110,282,5,1493,87,4,2351.52,470.3,893.37,43.0,0,0,1
13760,2011-09-10,United Kingdom,165,165,1,96,28,1,135.09,135.09,135.09,0.0,0,0,1
13762,2011-09-10,United Kingdom,127,127,1,272,7,1,306.72,306.72,306.72,0.0,1,272,0
13771,2011-09-10,United Kingdom,108,156,2,825,65,2,1464.85,732.42,871.6,47.0,1,1,1
13781,2011-09-10,United Kingdom,159,159,1,30,17,1,127.84,127.84,127.84,0.0,0,0,0
13786,2011-09-10,United Kingdom,276,276,1,136,7,1,230.4,230.4,230.4,0.0,0,0,0
13787,2011-09-10,United Kingdom,273,273,1,56,7,1,106.4,106.4,106.4,0.0,0,0,1
13792,2011-09-10,United Kingdom,196,196,1,28,4,1,74.6,74.6,74.6,0.0,0,0,1
13800,2011-09-10,United Kingdom,218,218,1,331,33,1,558.32,558.32,558.32,0.0,0,0,0
13803,2011-09-10,United Kingdom,164,164,1,121,17,1,277.07,277.07,277.07,0.0,0,0,0
13807,2011-09-10,United Kingdom,276,276,1,36,7,1,112.6,112.6,112.6,0.0,0,0,0
13809,2011-09-10,Cyprus,214,214,1,29,11,1,155.05,155.05,155.05,0.0,0,0,0
13811,2011-09-10,Germany,92,148,3,68,7,2,814.5,271.5,333.0,27.5,1,1,0
13817,2011-09-10,Germany,260,260,1,63,9,1,128.7,128.7,128.7,0.0,0,0,1
13819,2011-09-10,United Kingdom,210,228,3,1109,26,2,1140.35,380.12,425.05,9.0,0,0,0
13837,2011-09-10,United Kingdom,120,226,2,183,17,2,271.24,135.62,157.54,105.0,0,0,0
13841,2011-09-10,United Kingdom,161,161,1,100,1,1,85.0,85.0,85.0,0.0,0,0,0
13846,2011-09-10,United Kingdom,151,269,2,345,43,2,663.93,331.96,411.4,117.0,1,5,1
13859,2011-09-10,United Kingdom,235,235,1,129,27,1,201.16,201.16,201.16,0.0,0,0,0
13863,2011-09-10,United Kingdom,156,156,1,224,20,1,305.78,305.78,305.78,0.0,1,5,0
13867,2011-09-10,United Kingdom,127,127,1,31,8,1,138.85,138.85,138.85,0.0,0,0,1
13874,2011-09-10,United Kingdom,267,267,1,180,18,1,540.45,540.45,540.45,0.0,0,0,0
13883,2011-09-10,United Kingdom,127,162,4,904,94,2,1742.78,435.7,980.41,11.33,3,61,1
13884,2011-09-10,United Kingdom,186,192,3,65,10,1,196.25,65.42,138.15,2.5,1,3,1
13885,2011-09-10,United Kingdom,98,109,2,182,28,2,506.8,253.4,399.15,11.0,0,0,0
13887,2011-09-10,United Kingdom,113,113,1,147,19,1,349.55,349.55,349.55,0.0,0,0,0
13892,2011-09-10,United Kingdom,155,155,1,140,3,1,54.52,54.52,54.52,0.0,0,0,1
13893,2011-09-10,United Kingdom,206,206,1,190,21,1,821.1,821.1,821.1,0.0,0,0,0
13894,2011-09-10,United Kingdom,219,219,1,105,10,1,160.85,160.85,160.85,0.0,1,6,1
13898,2011-09-10,United Kingdom,234,234,1,133,12,1,155.93,155.93,155.93,0.0,0,0,0
13899,2011-09-10,United Kingdom,183,183,1,122,15,1,298.5,298.5,298.5,0.0,0,0,1
13900,2011-09-10,United Kingdom,92,171,3,430,42,3,740.95,246.98,374.87,39.5,0,0,0
13904,2011-09-10,United Kingdom,203,203,1,223,17,1,201.12,201.12,201.12,0.0,0,0,1
13917,2011-09-10,United Kingdom,100,100,1,38,5,1,65.38,65.38,65.38,0.0,0,0,1
13918,2011-09-10,United Kingdom,162,162,1,100,8,1,198.2,198.2,198.2,0.0,0,0,1
13922,2011-09-10,United Kingdom,260,260,1,93,7,1,172.25,172.25,172.25,0.0,0,0,0
13932,2011-09-10,United Kingdom,203,203,1,72,16,1,307.4,307.4,307.4,0.0,0,0,0
13934,2011-09-10,United Kingdom,172,172,1,390,31,1,922.1,922.1,922.1,0.0,0,0,0
13946,2011-09-10,United Kingdom,110,176,2,263,9,2,485.97,242.98,276.12,66.0,0,0,1
13948,2011-09-10,United Kingdom,269,269,1,40,3,1,102.0,102.0,102.0,0.0,0,0,0
13950,2011-09-10,United Kingdom,155,155,1,81,7,1,179.31,179.31,179.31,0.0,0,0,1
13952,2011-09-10,United Kingdom,126,147,2,1431,120,2,3251.07,1625.54,2042.76,20.0,1,6,0
13959,2011-09-10,United Kingdom,190,271,2,198,31,2,337.44,168.72,214.74,81.0,0,0,1
13962,2011-09-10,United Kingdom,154,154,1,30,7,1,117.6,117.6,117.6,0.0,0,0,1
13963,2011-09-10,United Kingdom,217,276,4,460,35,3,664.54,166.14,215.41,19.67,0,0,0
13972,2011-09-10,United Kingdom,110,110,1,42,9,1,145.9,145.9,145.9,0.0,0,0,1
13973,2011-09-10,United Kingdom,196,196,1,109,11,1,264.7,264.7,264.7,0.0,0,0,0
13976,2011-09-10,United Kingdom,115,115,1,154,10,1,357.98,357.98,357.98,0.0,0,0,0
13983,2011-09-10,United Kingdom,96,275,8,793,65,6,1681.06,210.13,329.36,25.57,0,0,1
13989,2011-09-10,United Kingdom,148,148,1,869,23,1,896.67,896.67,896.67,0.0,0,0,1
13990,2011-09-10,United Kingdom,122,122,1,190,16,1,311.3,311.3,311.3,0.0,0,0,0
14000,2011-09-10,United Kingdom,120,120,1,710,15,1,635.66,635.66,635.66,0.0,1,3,0
14001,2011-09-10,United Kingdom,141,282,2,632,21,2,1309.14,654.57,1007.9,140.0,1,3,1
14009,2011-09-10,United Kingdom,107,114,2,365,42,1,695.61,347.8,380.91,7.0,1,4,0
14012,2011-09-10,United Kingdom,186,186,1,160,11,1,328.8,328.8,328.8,0.0,0,0,0
14022,2011-09-10,United Kingdom,134,134,1,487,28,1,440.0,440.0,440.0,0.0,0,0,0
14023,2011-09-10,United Kingdom,159,159,1,162,16,1,273.14,273.14,273.14,0.0,0,0,1
14036,2011-09-10,United Kingdom,193,193,1,268,38,1,626.65,626.65,626.65,0.0,0,0,0
14041,2011-09-10,United Kingdom,175,175,1,94,21,1,141.41,141.41,141.41,0.0,0,0,0
14046,2011-09-10,United Kingdom,193,193,1,460,14,1,154.99,154.99,154.99,0.0,0,0,0
14047,2011-09-10,United Kingdom,108,281,3,210,15,3,635.92,211.97,339.7,86.5,2,4,1
14048,2011-09-10,United Kingdom,214,214,1,288,83,1,409.93,409.93,409.93,0.0,1,14,0
14059,2011-09-10,United Kingdom,175,175,1,128,8,1,183.6,183.6,183.6,0.0,0,0,0
14066,2011-09-10,United Kingdom,175,175,1,45,7,1,152.55,152.55,152.55,0.0,0,0,0
14068,2011-09-10,United Kingdom,229,229,1,73,22,1,265.85,265.85,265.85,0.0,0,0,0
14071,2011-09-10,United Kingdom,169,173,2,295,22,1,356.81,178.4,225.4,4.0,1,95,1
14075,2011-09-10,United Kingdom,170,170,1,270,18,1,307.92,307.92,307.92,0.0,0,0,1
14077,2011-09-10,United Kingdom,91,183,3,148,30,3,310.4,103.47,117.11,45.5,0,0,1
14081,2011-09-10,United Kingdom,211,278,2,596,126,2,934.52,467.26,511.0,67.0,2,3,0
14082,2011-09-10,United Kingdom,273,273,1,110,28,1,182.25,182.25,182.25,0.0,0,0,0
14090,2011-09-10,United Kingdom,233,233,1,72,1,1,76.32,76.32,76.32,0.0,0,0,0
14105,2011-09-10,United Kingdom,148,148,1,800,74,1,1266.23,1266.23,1266.23,0.0,0,0,0
14113,2011-09-10,United Kingdom,263,263,1,102,2,1,433.5,433.5,433.5,0.0,3,109,1
14114,2011-09-10,United Kingdom,182,239,2,101,15,2,386.53,193.26,195.13,56.0,0,0,0
14128,2011-09-10,United Kingdom,164,164,1,269,22,1,305.54,305.54,305.54,0.0,0,0,1
14130,2011-09-10,United Kingdom,228,228,1,258,66,1,483.86,483.86,483.86,0.0,0,0,0
14142,2011-09-10,United Kingdom,282,282,1,313,22,1,311.81,311.81,311.81,0.0,0,0,0
14146,2011-09-10,United Kingdom,163,266,2,811,62,2,1903.73,951.86,1241.43,102.0,1,551,1
14147,2011-09-10,United Kingdom,194,194,1,40,2,1,182.8,182.8,182.8,0.0,0,0,1
14148,2011-09-10,United Kingdom,142,142,1,16,3,1,157.2,157.2,157.2,0.0,0,0,0
14149,2011-09-10,United Kingdom,129,129,1,218,28,1,446.62,446.62,446.62,0.0,2,89,0
14150,2011-09-10,United Kingdom,268,268,1,262,12,1,306.18,306.18,306.18,0.0,0,0,1
14152,2011-09-10,United Kingdom,143,143,1,369,29,1,314.51,314.51,314.51,0.0,1,12,1
14154,2011-09-10,United Kingdom,148,148,2,465,52,1,1345.62,672.81,925.88,0.0,0,0,0
14155,2011-09-10,United Kingdom,175,175,1,25,6,1,118.75,118.75,118.75,0.0,0,0,0
14157,2011-09-10,United Kingdom,194,194,1,199,36,1,277.17,277.17,277.17,0.0,1,11,1
14161,2011-09-10,United Kingdom,124,278,3,455,87,3,1110.52,370.17,564.33,76.5,0,0,0
14165,2011-09-10,United Kingdom,184,184,1,54,23,1,122.54,122.54,122.54,0.0,0,0,0
14173,2011-09-10,United Kingdom,128,128,1,40,11,1,114.04,114.04,114.04,0.0,0,0,1
14176,2011-09-10,United Kingdom,206,276,4,209,28,3,576.9,144.23,230.15,23.33,1,2,0
14185,2011-09-10,United Kingdom,240,240,1,6,3,1,197.65,197.65,197.65,0.0,0,0,0
14193,2011-09-10,United Kingdom,178,178,1,250,23,1,422.54,422.54,422.54,0.0,0,0,1
14195,2011-09-10,United Kingdom,110,161,2,760,7,2,1012.0,506.0,828.4,50.0,1,58,0
14199,2011-09-10,United Kingdom,127,127,1,28,2,1,185.4,185.4,185.4,0.0,0,0,0
14205,2011-09-10,United Kingdom,173,173,1,126,14,1,222.9,222.9,222.9,0.0,1,104,1
14206,2011-09-10,United Kingdom,148,148,1,276,20,1,328.16,328.16,328.16,0.0,1,2,0
14215,2011-09-10,United Kingdom,95,277,4,589,58,3,1098.27,274.57,596.06,60.33,1,4,1
14220,2011-09-10,United Kingdom,156,267,2,272,21,2,632.4,316.2,319.42,110.0,0,0,0
14226,2011-09-10,United Kingdom,119,178,2,1087,40,2,1709.4,854.7,983.3,58.0,2,7,1
14227,2011-09-10,United Kingdom,105,193,7,1279,104,3,2399.52,342.79,797.48,14.67,4,6,1
14229,2011-09-10,United Kingdom,200,242,2,303,23,2,762.13,381.06,456.97,41.0,2,20,1
14231,2011-09-10,United Kingdom,92,197,3,409,47,3,925.71,308.57,309.0,52.0,2,7,0
14233,2011-09-10,United Kingdom,120,226,3,410,15,3,959.1,319.7,530.1,52.5,0,0,1
14236,2011-09-10,United Kingdom,281,281,1,38,3,1,189.3,189.3,189.3,0.0,0,0,1
14237,2011-09-10,United Kingdom,282,282,1,38,9,1,161.0,161.0,161.0,0.0,0,0,0
14238,2011-09-10,United Kingdom,235,235,1,111,8,1,146.85,146.85,146.85,0.0,0,0,0
14240,2011-09-10,United Kingdom,134,134,1,79,10,1,226.85,226.85,226.85,0.0,0,0,1
14241,2011-09-10,United Kingdom,92,92,1,146,10,1,213.7,213.7,213.7,0.0,0,0,0
14242,2011-09-10,United Kingdom,143,234,2,123,13,2,280.55,140.27,142.2,91.0,0,0,0
14245,2011-09-10,United Kingdom,128,172,2,976,107,2,1693.45,846.72,1005.1,43.0,3,5,0
14247,2011-09-10,United Kingdom,187,187,1,47,19,1,136.77,136.77,136.77,0.0,0,0,0
14248,2011-09-10,United Kingdom,227,227,1,102,8,1,302.58,302.58,302.58,0.0,0,0,0
14256,2011-09-10,United Kingdom,169,273,2,414,51,2,969.06,484.53,523.86,104.0,1,4,0
14270,2011-09-10,United Kingdom,240,240,1,197,29,1,492.65,492.65,492.65,0.0,0,0,0
14271,2011-09-10,United Kingdom,134,134,1,88,10,1,112.32,112.32,112.32,0.0,0,0,0
14272,2011-09-10,United Kingdom,163,163,1,87,8,1,132.09,132.09,132.09,0.0,0,0,1
14277,2011-09-10,France,121,121,1,859,71,1,1637.43,1637.43,1637.43,0.0,0,0,1
14280,2011-09-10,United Kingdom,105,105,1,52,8,1,134.04,134.04,134.04,0.0,0,0,0
14286,2011-09-10,United Kingdom,151,151,1,1998,141,1,2050.08,2050.08,2050.08,0.0,0,0,1
14287,2011-09-10,United Kingdom,107,107,2,216,4,1,83.28,41.64,66.0,0.0,1,25,1
14288,2011-09-10,United Kingdom,122,122,1,188,16,1,426.6,426.6,426.6,0.0,1,1,0
14290,2011-09-10,United Kingdom,270,270,1,220,23,1,777.56,777.56,777.56,0.0,1,2,1
14297,2011-09-10,United Kingdom,183,183,1,78,11,1,232.6,232.6,232.6,0.0,0,0,1
14304,2011-09-10,United Kingdom,131,131,1,139,17,1,383.45,383.45,383.45,0.0,1,85,0
14311,2011-09-10,United Kingdom,151,151,1,146,20,1,310.26,310.26,310.26,0.0,1,21,0
14320,2011-09-10,United Kingdom,115,241,2,325,29,2,477.79,238.9,352.51,126.0,1,86,0
14326,2011-09-10,United Kingdom,151,151,1,103,8,1,183.85,183.85,183.85,0.0,1,4,0
14336,2011-09-10,United Kingdom,107,185,3,989,53,2,1114.39,371.46,534.42,38.5,0,0,1
14339,2011-09-10,United Kingdom,151,151,1,168,14,1,309.52,309.52,309.52,0.0,3,18,0
14340,2011-09-10,United Kingdom,127,127,1,58,6,1,134.7,134.7,134.7,0.0,0,0,0
14348,2011-09-10,United Kingdom,169,169,1,183,18,1,409.57,409.57,409.57,0.0,0,0,0
14350,2011-09-10,United Kingdom,183,183,1,183,18,1,282.93,282.93,282.93,0.0,1,17,0
14353,2011-09-10,United Kingdom,124,124,1,64,6,1,90.6,90.6,90.6,0.0,0,0,0
14355,2011-09-10,United Kingdom,274,274,1,92,11,1,174.4,174.4,174.4,0.0,0,0,0
14368,2011-09-10,United Kingdom,228,228,1,36,8,1,155.0,155.0,155.0,0.0,0,0,0
14371,2011-09-10,United Kingdom,204,204,1,34,4,1,100.5,100.5,100.5,0.0,0,0,0
14373,2011-09-10,United Kingdom,267,267,1,17,4,1,76.55,76.55,76.55,0.0,0,0,0
14375,2011-09-10,United Kingdom,94,94,1,194,57,1,257.68,257.68,257.68,0.0,0,0,0
14377,2011-09-10,United Kingdom,100,171,2,219,11,2,617.05,308.52,314.6,70.0,0,0,0
14379,2011-09-10,United Kingdom,204,204,1,128,17,1,110.98,110.98,110.98,0.0,0,0,1
14386,2011-09-10,United Kingdom,205,205,1,54,7,1,142.4,142.4,142.4,0.0,0,0,0
14389,2011-09-10,United Kingdom,99,99,1,189,19,1,311.14,311.14,311.14,0.0,2,12,1
14393,2011-09-10,United Kingdom,127,127,1,13,5,1,67.95,67.95,67.95,0.0,0,0,0
14396,2011-09-10,United Kingdom,280,280,1,39,34,1,110.35,110.35,110.35,0.0,0,0,1
14411,2011-09-10,United Kingdom,219,219,1,196,14,1,1063.0,1063.0,1063.0,0.0,0,0,0
14413,2011-09-10,United Kingdom,271,271,1,68,22,1,122.7,122.7,122.7,0.0,0,0,0
14419,2011-09-10,United Kingdom,161,273,2,162,45,2,307.56,153.78,183.46,112.0,0,0,1
14421,2011-09-10,United Kingdom,120,120,1,194,15,1,455.18,455.18,455.18,0.0,0,0,1
14423,2011-09-10,United Kingdom,127,127,1,120,3,1,265.2,265.2,265.2,0.0,0,0,0
14428,2011-09-10,United Kingdom,148,234,2,145,25,2,330.62,165.31,203.55,85.0,1,4,1
14431,2011-09-10,United Kingdom,211,211,1,130,17,1,470.36,470.36,470.36,0.0,1,8,0
14437,2011-09-10,United Kingdom,274,274,1,60,5,1,63.0,63.0,63.0,0.0,1,1,0
14438,2011-09-10,United Kingdom,215,215,1,82,9,1,131.9,131.9,131.9,0.0,0,0,0
14439,2011-09-10,Greece,228,228,1,526,32,1,2661.24,2661.24,2661.24,0.0,0,0,0
14440,2011-09-10,United Kingdom,225,274,2,341,25,2,1185.71,592.86,656.7,48.0,0,0,1
14442,2011-09-10,Channel Islands,113,225,2,482,58,2,1589.82,794.91,914.24,112.0,2,6,0
14446,2011-09-10,United Kingdom,155,155,1,318,83,1,303.04,303.04,303.04,0.0,0,0,1
14447,2011-09-10,United Kingdom,105,189,2,313,34,2,601.03,300.52,336.03,84.0,0,0,1
14448,2011-09-10,United Kingdom,273,273,1,44,18,1,102.35,102.35,102.35,0.0,0,0,1
14449,2011-09-10,United Kingdom,155,281,2,336,98,2,401.3,200.65,210.24,125.0,0,0,1
14451,2011-09-10,United Kingdom,103,103,1,204,52,1,360.0,360.0,360.0,0.0,0,0,1
14453,2011-09-10,United Kingdom,99,99,1,49,22,1,119.93,119.93,119.93,0.0,0,0,0
14457,2011-09-10,United Kingdom,219,219,1,88,4,1,113.64,113.64,113.64,0.0,0,0,0
14465,2011-09-10,United Kingdom,155,211,3,405,107,2,1058.62,352.87,597.3,28.0,0,0,0
14467,2011-09-10,United Kingdom,221,221,1,37,15,1,131.7,131.7,131.7,0.0,0,0,1
14470,2011-09-10,United Kingdom,196,196,1,138,35,1,297.64,297.64,297.64,0.0,0,0,1
14473,2011-09-10,United Kingdom,191,191,1,10,1,1,85.0,85.0,85.0,0.0,0,0,1
14475,2011-09-10,United Kingdom,95,213,2,243,23,2,622.17,311.09,315.62,118.0,3,19,1
14476,2011-09-10,United Kingdom,166,166,1,132,17,1,215.7,215.7,215.7,0.0,0,0,0
14477,2011-09-10,United Kingdom,93,206,2,300,3,2,523.0,261.5,358.0,112.0,0,0,1
14479,2011-09-10,United Kingdom,162,274,2,117,18,2,316.25,158.12,174.4,111.0,0,0,0
14483,2011-09-10,United Kingdom,190,190,1,97,9,1,137.1,137.1,137.1,0.0,1,2,0
14487,2011-09-10,United Kingdom,277,277,1,37,13,1,125.1,125.1,125.1,0.0,1,1,1
14489,2011-09-10,United Kingdom,116,116,1,299,30,1,463.38,463.38,463.38,0.0,0,0,0
14496,2011-09-10,United Kingdom,220,282,2,159,16,2,538.81,269.41,304.34,61.0,0,0,0
14497,2011-09-10,United Kingdom,218,218,1,235,29,1,475.37,475.37,475.37,0.0,1,2,0
14501,2011-09-10,United Kingdom,92,228,2,161,9,2,251.21,125.6,184.28,136.0,0,0,0
14504,2011-09-10,United Kingdom,152,187,3,263,81,2,542.71,180.9,260.92,17.5,0,0,1
14512,2011-09-10,United Kingdom,96,141,2,122,19,2,275.28,137.64,148.96,44.0,0,0,0
14514,2011-09-10,United Kingdom,110,240,2,173,36,2,403.11,201.56,255.25,129.0,0,0,1
14515,2011-09-10,United Kingdom,100,127,2,371,25,2,765.65,382.82,425.4,27.0,0,0,1
14520,2011-09-10,United Kingdom,199,199,1,100,1,1,165.0,165.0,165.0,0.0,0,0,1
14532,2011-09-10,United Kingdom,145,261,4,284,45,4,932.85,233.21,386.9,38.33,0,0,0
14536,2011-09-10,United Kingdom,168,168,1,40,18,1,171.8,171.8,171.8,0.0,0,0,0
14538,2011-09-10,United Kingdom,165,165,1,30,3,1,106.5,106.5,106.5,0.0,0,0,1
