customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
customerID-002946,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),28.71,2190.6,No
customerID-002947,Male,0,No,No,28,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.32,487.95,No
customerID-002954,Male,2,Yes,No,4,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,16.0,1221.07,No
customerID-002961,Male,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.57,1209.95,No
customerID-002969,Female,0,No,No,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.62,2315.56,Yes
customerID-002973,Female,1,No,No,5,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,,1156.87,No
customerID-002974,Male,0,Yes,No,7,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),169.45,3749.15,No
customerID-002980,Female,1,No,No,4,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),38.94,595.1,No
customerID-002987,Female,2,No,No,9,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),,1035.98,No
customerID-002988,Male,0,Yes,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.84,682.05,No
customerID-002990,Male,3,No,No,,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),68.08,2269.43,No
customerID-002992,Male,0,No,No,13,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.48,1860.62,No
customerID-002993,Female,0,No,No,17,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),33.63,673.72,No
customerID-002994,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,42.18,2140.37,No
customerID-002997,Female,0,No,No,28,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),41.66,1382.46,No
customerID-002999,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.81,176.78,No
customerID-003000,Male,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,26.9,1210.33,No
customerID-003002,Male,0,No,No,58,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,26.79,789.19,No
customerID-003005,Female,0,No,No,5,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,28.1,3749.15,No
customerID-003010,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.22,1237.51,No
customerID-003011,Female,0,No,No,5,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,169.45,384.33,No
customerID-003012,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),25.82,307.34,No
customerID-003015,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,140.12,666.46,No
customerID-003017,Male,1,Yes,No,5,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.26,241.99,No
customerID-003019,Female,2,No,No,51,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,22.53,621.58,No
customerID-003021,Female,1,No,No,1,No,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,36.01,1217.31,No
customerID-003029,Male,1,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,83.52,3749.15,No
customerID-003030,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.65,71.6,No
customerID-003034,Female,0,No,No,9,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.09,586.8,No
customerID-003035,Female,0,No,No,7,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,,108.47,No
customerID-003036,Male,0,No,No,27,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.03,239.45,No
customerID-003037,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,13.82,537.27,No
customerID-003041,Female,0,No,No,14,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,27.45,991.19,No
customerID-003044,Male,0,Yes,No,12,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,34.19,421.38,Yes
customerID-003049,Male,3,Yes,No,4,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),28.53,922.3,No
customerID-003059,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.9,1675.23,No
customerID-003060,Male,1,No,No,19,No,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,29.88,1148.75,Yes
customerID-003061,Female,0,No,No,8,No,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),23.22,938.53,No
customerID-003062,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47.58,2813.38,No
customerID-003065,Female,0,No,No,2,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,57.73,1535.17,No
customerID-003066,Female,1,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),53.95,207.9,No
customerID-003067,Male,0,No,No,8,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,102.38,189.6,No
customerID-003072,Female,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),35.19,410.33,No
customerID-003075,Male,0,No,No,7,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),20.98,177.78,No
customerID-003078,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,61.82,1113.72,Yes
customerID-003086,Male,2,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),47.67,598.39,No
customerID-003087,Female,1,No,No,30,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,133.99,1631.49,No
customerID-003088,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),,1502.64,No
customerID-003095,Female,0,No,No,9,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.64,3749.15,No
customerID-003097,Male,0,No,No,25,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.59,1955.11,No
customerID-003101,Male,0,No,No,63,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),167.81,2694.24,No
customerID-003104,Female,1,No,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.42,998.01,No
customerID-003107,Male,1,No,No,12,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),42.48,2202.23,No
customerID-003111,Female,1,No,No,12,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.01,403.81,No
customerID-003112,Male,1,No,No,3,Yes,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.41,1305.34,No
customerID-003113,Female,0,No,No,10,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,44.38,316.29,No
customerID-003114,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.89,326.99,No
customerID-003121,Male,2,Yes,No,20,Yes,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,45.76,1455.9,No
customerID-003123,Male,2,No,No,5,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),27.01,360.81,No
customerID-003130,Female,0,No,No,10,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,67.57,770.98,No
customerID-003133,Male,0,Yes,No,89,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,17.98,337.87,Yes
customerID-003134,Male,0,No,No,,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,82.94,841.13,Yes
customerID-003136,Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),44.87,738.01,No
customerID-003140,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),80.08,1372.3,No
customerID-003143,Male,0,No,No,12,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,94.94,137.15,Yes
customerID-003145,Female,0,No,No,14,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,,165.52,No
customerID-003147,Female,0,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,148.93,412.29,No
customerID-003148,Female,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,28.2,306.39,No
customerID-003149,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,69.08,64.65,No
customerID-003150,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,24.29,130.21,No
customerID-003152,Male,1,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.8,466.52,No
customerID-003158,Male,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,39.15,120.16,No
customerID-003160,Male,1,No,No,10,Yes,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,18.46,242.96,No
customerID-003161,Male,0,Yes,No,5,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,46.16,1267.48,No
customerID-003162,Male,1,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,47.76,602.27,Yes
customerID-003164,Female,1,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),30.04,414.81,No
customerID-003167,Male,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,36.69,116.03,No
customerID-003173,Female,1,No,No,4,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,22.58,316.25,No
customerID-003179,Male,1,Yes,No,2,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),25.5,1672.66,No
customerID-003188,Male,2,No,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,58.39,121.79,Yes
customerID-003191,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),169.45,837.38,No
customerID-003196,Female,1,No,No,11,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,63.26,455.25,No
customerID-003198,Male,1,No,No,6,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21.56,2851.52,No
customerID-003200,Male,0,No,No,21,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,25.09,1852.23,No
customerID-003205,Female,1,No,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.9,1247.71,No
customerID-003210,Male,0,No,No,25,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,,374.29,No
customerID-003211,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),143.86,147.28,No
customerID-003217,Male,0,No,No,6,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.09,830.94,No
customerID-003223,Female,0,Yes,No,8,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.01,2075.41,No
customerID-003228,Male,0,No,No,40,No,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),11.0,679.35,No
customerID-003233,Female,1,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.98,319.11,No
customerID-003235,Female,0,No,No,64,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.76,914.37,No
customerID-003237,Female,1,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.62,577.15,No
customerID-003239,Male,0,Yes,No,12,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.5,975.69,No
customerID-003240,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,43.15,376.39,No
customerID-003243,Female,0,No,No,,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,46.76,310.44,No
customerID-003247,Male,2,No,No,33,No,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),25.51,2183.56,No
customerID-003258,Male,1,Yes,No,0,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.91,496.62,Yes
customerID-003263,Female,0,Yes,No,4,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),68.97,694.64,Yes
customerID-003264,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,32.25,1300.95,Yes
customerID-003265,Male,0,No,No,5,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,35.44,362.94,No
customerID-003267,Male,1,No,No,2,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),53.57,2711.91,No
customerID-003270,Male,1,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31.92,1841.12,No
customerID-003273,Male,0,No,No,9,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.55,1694.36,No
customerID-003275,Male,1,Yes,No,18,No,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,98.17,938.8,No
customerID-003280,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),,626.9,No
customerID-003284,Female,0,Yes,No,7,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,52.09,736.94,Yes
customerID-003288,Female,0,No,No,5,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,,585.69,Yes
customerID-003289,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,50.17,187.55,No
customerID-003291,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),69.52,450.05,Yes
customerID-003292,Female,0,No,No,19,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),49.58,587.45,No
customerID-003294,Male,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),31.05,160.98,No
customerID-003295,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.85,185.3,No
customerID-003298,Male,0,No,No,7,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.09,3749.15,No
customerID-003305,Male,1,No,No,4,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,,3262.07,No
customerID-003307,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,23.8,625.57,No
customerID-003308,Female,0,No,No,16,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),104.41,1280.62,No
customerID-003309,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),13.08,2082.77,No
customerID-003310,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),38.9,490.69,No
customerID-003313,Female,0,No,No,32,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.1,1738.49,No
customerID-003314,Male,0,No,No,9,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,41.0,749.68,No
customerID-003316,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,32.34,308.82,No
customerID-003321,Male,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),43.52,1047.22,No
customerID-003322,Male,1,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,,1645.32,No
customerID-003323,Male,0,No,No,4,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.99,768.5,No
customerID-003326,Female,0,Yes,No,23,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),,299.26,No
customerID-003330,Female,1,No,No,35,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),15.39,343.47,No
customerID-003332,Male,1,No,No,,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,60.08,1778.0,No
customerID-003334,Female,1,No,No,5,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.83,1242.63,No
customerID-003335,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.08,470.22,No
customerID-003338,Female,0,No,No,27,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.12,351.26,Yes
customerID-003339,Male,0,Yes,No,6,No,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,49.16,410.65,Yes
customerID-003340,Male,0,No,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,46.84,576.43,No
customerID-003349,Male,3,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,41.37,847.81,No
customerID-003350,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.02,3749.15,No
customerID-003351,Male,1,No,No,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,,241.17,No
customerID-003353,Male,0,No,No,36,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.07,1171.62,No
customerID-003354,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),32.63,412.67,No
customerID-003355,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),109.43,583.86,No
customerID-003358,Female,0,No,No,39,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),33.92,184.96,Yes
customerID-003370,Male,0,No,No,4,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,46.44,733.86,No
customerID-003371,Female,0,Yes,No,13,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),20.02,446.35,No
customerID-003372,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,140.81,964.0,No
customerID-003375,Male,0,Yes,No,,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,84.41,546.69,Yes
customerID-003376,Male,1,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),67.86,69.88,No
customerID-003378,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,85.67,2206.27,No
customerID-003381,Female,0,No,No,14,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),24.39,965.45,No
customerID-003382,Female,0,Yes,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,23.8,871.16,Yes
customerID-003387,Male,0,No,No,9,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.0,1500.77,No
customerID-003388,Male,1,No,No,,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.13,578.17,No
customerID-003391,Female,1,No,No,4,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.64,188.37,No
customerID-003392,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,,1858.8,No
customerID-003394,Male,1,No,No,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,44.57,1195.13,No
customerID-003395,Female,2,No,No,14,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,15.11,134.76,No
customerID-003396,Female,0,No,No,41,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),,729.76,No
customerID-003397,Female,0,No,No,15,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),160.06,652.41,No
customerID-003398,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.77,475.27,No
customerID-003399,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.58,3749.15,No
customerID-003402,Male,0,No,No,15,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.34,1978.2,No
customerID-003405,Female,1,No,No,8,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,41.79,3749.15,No
customerID-003406,Male,1,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,14.43,229.05,No
customerID-003408,Male,1,No,No,6,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.96,241.06,No
customerID-003410,Male,0,No,No,24,Yes,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,15.11,905.83,No
customerID-003416,Female,1,No,No,1,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),24.76,1107.97,No
customerID-003422,Male,0,No,No,7,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),29.24,727.61,Yes
customerID-003434,Male,0,No,No,9,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,38.51,621.67,No
customerID-003436,Female,0,Yes,No,43,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,12.6,2060.32,No
customerID-003438,Male,2,No,No,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,32.08,1145.27,No
customerID-003443,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,85.98,1166.69,Yes
customerID-003444,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.28,463.99,No
customerID-003445,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,40.71,678.48,Yes
customerID-003450,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.5,551.19,No
customerID-003452,Female,1,Yes,No,20,No,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),,857.0,No
customerID-003456,Female,0,Yes,No,11,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),,850.78,No
customerID-003458,Male,1,No,No,17,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.38,166.36,No
customerID-003462,Male,1,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),49.73,794.47,No
customerID-003464,Male,0,No,No,14,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),31.52,1375.58,No
customerID-003471,Male,1,No,No,19,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.24,2047.17,No
customerID-003473,Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),18.29,633.07,No
customerID-003479,Male,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.07,967.94,No
customerID-003482,Male,1,No,No,6,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,29.4,228.78,Yes
customerID-003487,Female,1,No,No,89,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,22.01,646.86,No
customerID-003491,Male,0,Yes,No,12,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,113.57,142.96,No
customerID-003496,Male,1,No,No,11,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,,884.66,No
customerID-003498,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.85,546.39,No
customerID-003501,Female,0,No,No,,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.14,1531.53,No
customerID-003505,Female,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),53.58,343.34,No
customerID-003506,Female,0,No,No,3,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,38.53,959.56,No
customerID-003511,Male,1,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.29,348.15,No
